followers,following,posts,has_profile_pic,username_length
260,310,27,1,0.1492573644874219
162,226,31,1,0.0
507,669,55,1,0.0
683,631,70,1,0.0
430,923,228,1,0.0
267,1447,75,1,0.0
253,294,22,1,0.1151819607356008
164,165,9,1,0.2690877830504637
686,665,57,1,0.0
180,171,4,1,0.0
552,610,24,1,0.0
202,392,95,1,0.0193624359337007
781,674,93,1,0.2420506263423943
307,364,12,1,0.0
5282,652,222,1,0.0
259,342,9,1,0.0708612921997149
5631,354,104,1,0.1322425930373522
135,175,5,1,0.0
1102,146,92,1,0.0
609,430,59,1,0.2070799386132073
358,486,18,1,0.1372096672434755
5283,651,221,1,0.0
704128,267,359,1,0.0
720,261,64,1,0.0
57,107,6,1,0.0185618452334536
460,1013,170,1,0.0
629,717,335,1,0.0
2525,1040,280,1,0.0
11021,338,76,1,0.1458332454650119
2675,420,151,1,0.0376035092916669
59,102,21,1,0.1511562909495861
237,326,7,1,0.1729064653579856
707,668,47,1,0.0
202,68,3,1,0.0
15050,594,219,1,0.0
1806,427,97,1,0.0
1080,559,84,1,0.0553949293261822
358,289,3,1,0.0810708716644637
719,639,69,1,0.0
62,116,26,1,0.0201518679001123
7821,592,282,1,0.0
144,93,66,1,0.0120477421975944
402069,11,720,1,0.0
976,75,181,1,0.0054667283876483
1235,919,158,1,0.0
708,250,82,1,0.0
386,586,91,1,0.0
889,72,37,1,0.0726323797413678
319,156,46,1,0.0
282,372,4,1,0.0
46,93,13,1,0.1337205390881964
24,28,2,1,0.0
7098,494,120,1,0.0
392,360,65,1,0.0
690348,219,353,1,0.0
1414,5417,578,1,0.0
15262,483,251,1,0.0
189,250,15,1,0.0
747,4656,709,1,0.0997981482251766
1023,945,37,1,0.2229979476659141
4225,3447,26,1,0.1942454708866829
34,30,3,1,0.0
41058,1354,487,1,0.0
175,181,14,1,0.0426170017369616
1687,708,5,1,0.3380605545481873
741,1438,100,1,0.0
470,954,117,1,0.0
230,230,42,1,0.0
465,1027,161,1,0.0
801,675,107,1,0.3133386483439054
294,556,69,1,0.0
104,124,9,1,0.0
905,1147,128,1,0.0
398,261,53,1,0.0824417865198421
738,654,61,1,0.0
969,569,298,1,0.0
316,342,9,1,0.0
65,46,17,1,0.0421026077066401
468,436,23,1,0.0755716133489195
366,481,27,1,0.1886402155150566
1690,1254,108,1,0.0
1185,625,45,1,0.1600391921388626
105,129,15,1,0.0
156,107,10,1,0.0672955355848182
1749,651,66,1,0.039579470832509
378937,49,723,1,0.0
524,1387,35,1,0.0
135,228,57,1,0.0277360748369818
13178,2016,175,1,0.025584676408645
300,314,25,1,0.1691997101063861
39410,338,181,1,0.0
516,462,69,1,0.000822296964527
1367,1170,230,1,0.2312484146357513
658,976,304,1,0.0
11759,207,97,1,0.0592784054311814
367433,408,519,1,0.0
103,396,102,1,0.0
65347,350,486,1,0.0
312,373,12,1,0.0
264,369,1,1,0.0
69,65,13,1,0.0
2128,1105,279,1,0.0
10353,799,438,1,0.0640747858479109
18520,995,980,1,0.0
617,474,208,1,0.0
418,685,709,1,0.0
191,188,5,1,0.0
1026,592,116,1,0.0
1380,626,192,1,0.0366085448350339
597,1324,996,1,0.0
528,1202,77,1,0.0
919,562,239,1,0.0
3393,3356,26,1,0.1467323282028123
91531,467,531,1,0.0
1051,933,43,1,0.1665132552966056
1017,1011,124,1,0.0658448710199269
1379,2867,46,1,0.0
144,258,30,1,0.0
2842,592,123,1,0.0542296658790817
3920,876,306,1,0.0
1463,1874,216,1,0.0
1947,2725,489,1,0.0012340407658748
1660,7500,119,1,0.0
140658,147,522,1,0.0
84,161,77,1,0.1030507829357833
267,348,121,1,0.0
172,172,8,1,0.0
5475,486,156,1,0.0733934935863895
204,341,31,1,0.0
675248,168,346,1,0.0
169,310,7,1,0.0504634192591406
805,488,41,1,0.0
484,718,687,1,0.0
3653,216,53,1,0.0
836,141,91,1,0.0
1570,1832,169,1,0.0868909769556627
716,1167,758,1,0.3751394103647812
86,141,56,1,0.0901022814239696
150,438,32,1,0.1441420935743308
5146,665,246,1,0.0
1028,669,89,1,0.0
1641,804,188,1,0.0
1218,101,57,1,0.0
1178,1915,70,1,0.0
395,349,39,1,0.0
92,116,9,1,0.0
3288246,51,4498,1,0.0
2154,1242,641,1,0.0
980,74,35,1,0.037562043363509
343,424,278,1,0.0777350980477865
1760,849,122,1,0.0
120,99,11,1,0.0718961918618971
1759,718,92,1,0.0
974,2048,109,1,0.0027581935915476
417,279,110,1,0.0
7136,293,85,1,0.0
1077,1052,181,1,0.0
8007477,185,2328,1,0.0
696,263,80,1,0.0
496,550,108,1,0.0
572,473,235,1,0.0
415,248,47,1,0.0
265,282,106,1,0.0
7950,320,249,1,0.0
855,136,86,1,0.0
297,554,52,1,0.0
60,99,17,1,0.1756666005215929
91861,242,343,1,0.0
229,292,31,1,0.0759253680628229
18758,809,550,1,0.0
696,678,48,1,0.0
35068,2091,358,1,0.0
362,484,22,1,0.1729255555415696
321,334,6,1,0.0
264,539,76,1,0.0
1705,2753,65,1,0.0
184,174,4,1,0.0
1084,1898,183,1,0.0
104,111,4,1,0.0
699,655,55,1,0.0
574,577,15,1,0.0
116,133,68,1,0.0
118469,209,517,1,0.0
414,153,9,1,0.0
2957,468,185,1,0.0745984148627662
537,655,53,1,0.0
1089,1891,224,1,0.0
321727,181,191,1,0.0953382760378188
547,1054,120,0,0.0
417,284,90,1,0.0
2663,839,137,1,0.0
816,488,40,1,0.0
728,1209,1225,1,0.0
182,74,3,1,0.0295942888858656
176,169,5,1,0.0
6536,234,45,1,0.0904405939536967
560,598,21,1,0.0
1149,2133,258,1,0.1476471318669352
433,400,15,1,0.0685127028558938
1807,729,93,1,0.0
149,413,9,1,0.0804058938427451
483,674,58,1,0.0
446,280,158,1,0.0
137,88,101,1,0.0315851708707213
427,573,576,1,0.0
628,590,51,1,0.0
131,462,13,1,0.2029787143623085
37714,3510,232,1,0.0
423,280,13,1,0.0
1027,984,93,1,0.0
715,265,65,1,0.0
144,175,5,1,0.0
152,85,6,1,0.0582143807577798
175,375,16,1,0.0
276,368,101,1,0.0
577,456,68,1,0.0684205488411896
16575,435,224,1,0.0
446,408,16,1,0.0146237689514605
138,70,169,1,0.1098598801707438
121,454,9,1,0.2059411117578915
219,288,7,1,0.2697805630084172
58,105,23,1,0.1086633187316141
334,300,33,1,0.0
225,254,14,1,0.0
110,456,2,1,0.0763018271105532
896,72,37,1,0.0697174737101227
4647,717,335,1,0.0
78,226,39,1,0.0705762311499004
213,340,25,0,0.0
793,462,14,1,0.3026064876463797
713,616,33,1,0.0
583,451,65,1,0.0997292438781564
286,371,60,1,0.0
2713,1059,1145,1,0.0
79,107,18,1,0.0
965,562,94,1,0.0
3533,582,147,1,0.0
741,538,15,1,0.1280556467097567
169,251,27,1,0.0
945,580,79,1,0.0
442,904,131,1,0.0
148,123,6,1,0.0114285769997979
2708,740,170,1,0.0
135,259,26,1,0.0
501160,653,995,1,0.0
380,461,53,1,0.0
294713,188,178,1,0.0931787163181221
481,741,129,1,0.0
704,977,761,1,0.0
1785,520,208,1,0.0
2580,913,59,1,0.0
508,1084,105,1,0.0
301,370,12,1,0.0
202,173,32,1,0.0
528,1052,128,0,0.0
828,1570,87,1,0.0
1003,967,51,1,0.1882643631445413
452115,37,650,1,0.0
1330,257,80,1,0.0418549723470579
499,441,13,1,0.2098009637176862
1321,3681,829,1,0.0
48373,1024,269,1,0.0
224,171,86,1,0.0
1341,1902,102,1,0.0
176,171,21,1,0.2153528100198912
171,309,7,1,0.0645844472364288
417,365,14,1,0.0833603881034375
14,16,4,1,0.0
189,177,3,1,0.0
780,665,90,1,0.1947860519738301
1125,215,152,1,0.0
207440,52,561,1,0.0
861,517,113,1,0.0
120,100,10,1,0.079204364071061
967,953,54,1,0.1245418942417535
25589,498,585,1,0.0
43805,570,70,1,0.0
251,329,20,1,0.2452169080783554
1830,644,73,1,0.0
7720,232,103,1,0.0681622225996278
2286,134,228,1,0.0
680,1269,15,1,0.0
212,328,22,0,0.0
1075,75,33,1,0.0008625796833799
5065,674,260,1,0.0
158,99,12,1,0.0942545939676905
107,97,11,1,0.0
44557,2983,185,1,0.0
6894,310,69,1,0.0
164,93,18,1,0.0918770422874093
1170,1984,391,1,0.0939818553887957
166,173,17,1,0.1290809240742575
167,286,9,1,0.0
144,177,8,1,0.0
149,178,10,1,0.0
184,359,17,1,0.0
267,374,1,1,0.0
305,396,9,1,0.0
306476,11,645,1,0.0
2176,1091,316,1,0.0
346372,450,288,1,0.044788938765508
6585,240,46,1,0.0809624903128384
819,492,50,1,0.0
5183,627,209,1,0.0
336,302,35,1,0.0
15,53,2,1,0.0
1012,1995,82,1,0.0
409,287,79,1,0.0
96,109,8,1,0.0
184,232,12,1,0.0
508,575,112,1,0.0
785,216,94,1,0.0
1054,524,298,1,0.0
30,33,3,1,0.0
1204,557,86,1,0.1470588694466669
796,468,21,1,0.233084334399143
18851,861,917,1,0.0
380,1443,64,1,0.0
2727,854,817,1,0.0
364813,490,472,1,0.0
1857,1320,551,1,0.0
694,647,60,1,0.0
155,69,129,1,0.1153469510947866
3743,254,40,1,0.0
100,132,8,1,0.119361893691368
1034,76,105,1,0.0
660,446,196,1,0.0
2925316,354,323,1,0.0
744,417,463,1,0.0
841,812,225,1,0.0
171,249,23,1,0.0
105,127,13,1,0.0
520,1078,100,1,0.0
411,331,102,1,0.0
1749,878,116,1,0.0498550653983183
74,107,13,1,0.0
1454,2328,389,1,0.1738426575190895
303,373,12,1,0.0
1467,1388,33,1,0.0
17942,519,298,1,0.0
1404,1182,235,1,0.2599048255768446
181,401,16,1,0.0
730,1053,694,1,0.2028493277488637
151,124,6,1,0.0041502164332259
1098,997,138,1,0.0
709,504,178,1,0.0
291,405,268,1,0.0846674860072089
3189,652,187,1,0.0573085545339894
530,1082,1073,1,0.0
485,1166,68,1,0.0
3742,787,220,1,0.0
3895,359,94,1,0.0
169,250,26,1,0.0
442,411,12,1,0.0
962,521,136,1,0.0
481,670,56,1,0.0
979,2034,126,1,0.0
282,321,21,1,0.2563408595243849
9943,1060,150,1,0.0267528100557343
37068,3163,263,1,0.0
178,80,31,1,0.0688313959772927
997,1041,82,1,0.0
302,370,12,1,0.0
330,563,69,1,0.0
1001,961,41,1,0.229335812131066
9898097,8,5122,1,0.0
283,402,266,1,0.0853600986853557
443,406,15,1,0.0369606089943252
666,975,302,1,0.0
743,534,15,1,0.1401146903208114
681,300,65,1,0.0
81,111,29,1,0.0
160,203,24,1,0.0
499,1085,117,0,0.0
972,578,1141,1,0.1655943697661417
13609934,71,185,1,0.0
2039,277,129,1,0.0
219,287,7,1,0.265042397710278
1823,495,47,1,0.0
841,502,73,1,0.0
815,494,37,1,0.0103760168920147
1002,591,80,1,0.0428391948168614
857,86,49,1,0.0650170895914449
174,176,8,1,0.0
2602,793,67,1,0.0
12412,1487,97,1,0.0242687119555103
27836,6544,871,1,0.0
1198,4169,862,1,0.0
6722518,2167,1291,1,0.1442426385372855
84,126,14,1,0.0943962378809098
796,1154,6,1,0.0
245,264,65,1,0.0
2574,957,58,1,0.0
61,84,10,1,0.0547254490406399
1653,1493,120,1,0.0954313340710416
7068,284,62,1,0.0058260876434752
1487,1246,221,1,0.2675132595608238
358,432,282,1,0.0679343204401363
1802,442,176,1,0.0
493,996,107,1,0.0
2761,526,276,1,0.0072200021810142
1228,1911,80,1,0.0
8553,165,154,1,0.1476385630506484
361141,576,413,1,0.0020579738298237
1211,614,8,1,0.1449961980985446
158,112,13,1,0.0205689048516662
380,414,298,1,0.0552835207945477
147,122,6,1,0.0132644577600953
417,378,48,1,0.0293018569262953
3005,453,164,1,0.0895188455231072
410,267,144,1,0.0
211,328,23,0,0.0
341,502,16,1,0.1459766504476266
513,1120,102,0,0.0
160,96,14,1,0.097920150088367
1697,1007,132,1,0.0
355,539,71,1,0.0373794932520305
1756948,359,349,1,0.0
732,551,16,1,0.0947720957337666
743,893,1251,1,0.1221363512696781
1261,262,78,1,0.0
1126,921,78,1,0.0
571,442,58,1,0.1365919151573576
12144787,79,217,1,0.0
224,289,31,1,0.0648504000179084
789,235,27,1,0.0293541877200389
261,335,6,1,0.093857045465158
23506,4454,951,1,0.0
400,421,41,1,0.0296488602382729
905,395,382,1,0.1894299658907286
409,319,86,1,0.0
398,451,73,1,0.3101774913500414
3792714,60,3889,1,0.0
1123,3899,875,1,0.0
162,117,6,1,0.0
259,355,4,1,0.0
66,88,6,1,0.0259081299536429
546,1055,121,0,0.0
5325,614,207,1,0.0164896214245368
510011,133,611,1,0.0
267,371,1,1,0.0
111,148,18,1,0.0
3543,1017,227,1,0.0
34167,2249,415,1,0.0
89,25,1,1,0.1456249832175931
367,479,29,1,0.1953970170433129
3569,862,190,1,0.0
812,488,41,1,0.0
677,1126,595,1,0.3581250483742906
963,960,56,1,0.1244955037595901
878,119,138,1,0.0
158,143,7,1,0.1313442103776071
194,211,11,1,0.0
226,383,239,1,0.0845455583056581
12,15,3,1,0.0
2709,1053,1143,1,0.0
1420,1199,201,1,0.2485697469868371
213,327,21,0,0.0
2684,712,139,1,0.0
1048,76,82,1,0.0
711,1191,692,1,0.4095958656904905
201,170,98,1,0.0
173,374,12,1,0.0
1231,632,27,1,0.1322423459816996
421,369,17,1,0.0350699877318474
66,262,22,1,0.1000550341102592
36527,2873,289,1,0.0
783,4523,657,1,0.0921442169076273
226,245,9,1,0.0
167,312,7,0,0.0
1794,780,105,1,0.0
298,374,8,1,0.0
265,271,104,1,0.0
695,678,48,1,0.0
662,305,72,1,0.018552108902437
743,417,458,1,0.0
177637,43,460,1,0.0
26,49,2,1,0.0
15048,386,382,1,0.0
155,111,9,1,0.0501575699917948
5349600,2641,493,1,0.175713655497855
43945,1667,42,1,0.0
306,401,9,1,0.0
2672,665,269,1,0.0
303,364,10,1,0.0
1281,952,227,1,0.0
1039,1086,184,1,0.0
297,360,10,1,0.0
19048,696,515,1,0.0
209,268,27,1,0.0
1008,980,72,1,0.1028722775313812
222,323,15,0,0.0118453400620998
1714,689,15,1,0.2793281518106301
170,390,11,1,0.0
936,733,163,1,0.0
848,1149,63,1,0.0
748,207,90,1,0.0
520,1039,122,0,0.0
175,82,29,1,0.0732432069023031
696,431,336,1,0.0
133,179,4,1,0.0
7337,262,79,1,0.0315885867129621
104,178,57,1,0.0
171,388,17,1,0.0
3059,3219,36,1,0.1155107876419753
2988,459,171,1,0.0850299731331274
878236,19,6983,1,0.0
11970,238,112,1,0.0134678169350951
142,180,7,1,0.0
301,395,10,1,0.0
765,424,573,1,0.0
1013,1844,57,1,0.0
107,97,11,1,0.0
790,454,8,1,0.3766916641162334
1148,629,89,1,0.1435528557322186
407,280,104,1,0.0
719,1178,873,1,0.2837614237123915
1039,974,89,1,0.0
917,1138,135,1,0.0026677059148122
5719,618,207,1,0.0
1022,1976,219,1,0.0
1164,1125,39,1,0.0
660,1111,562,1,0.313884436874433
4117,3772,6,1,0.2145821209722126
1235,2130,363,1,0.1991722998457724
538,641,111,1,0.0
722,558,31,1,0.0854483665353876
1754,890,124,1,0.0275327839797527
178,170,111,1,0.0
55,94,20,1,0.1872863403646099
788,4587,731,1,0.0901417072977587
934,572,88,1,0.0
442,405,15,1,0.041065425285122
116,230,8,1,0.1234437611755801
11333,143,68,1,0.151923444534192
597,1004,875,1,0.0
11114,791,57,1,0.1405000848396984
164,147,99,1,0.0
105,107,10,1,0.0436365759921058
966,952,52,1,0.1304397268467371
269,256,112,1,0.0
136,180,4,1,0.036132368714668
403,344,33,1,0.0
804,149,101,1,0.0
213,267,25,1,0.0
750,539,52,1,0.0786705100258265
282,233,141,1,0.0
258,337,6,1,0.0727619282281867
1016,550,125,1,0.0
1730,668,49,1,0.1249424526597821
114,99,9,1,0.0452762479579356
192,64,0,1,0.00065816952166
675,798,313,1,0.0
511,479,77,1,0.0
104,98,7,1,0.0
697,609,23,1,0.0
5536,435,136,1,0.0962378557199295
186,406,18,1,0.0
486,1082,121,1,0.0
173,372,12,1,0.0
998,554,299,1,0.0
11806,2056,127,1,0.0
712,580,18,1,0.0378339475826725
4861,548,167,1,0.0
75,265,9,1,0.0375553019301023
937,527,196,1,0.0
363,548,87,1,0.0
377,515,107,1,0.0
421,336,20,1,0.0
129,199,26,1,0.1397061250418274
104327,82,303,1,0.0
1234,509,84,1,0.1288919412338721
70,83,4,1,0.0
7381,715,222,1,0.0
175,426,18,1,0.0564645452469408
100,32,0,1,0.0969281922867014
2685,733,298,1,0.0
807,472,23,1,0.1949008810971475
697,676,51,1,0.0
771,405,13,1,0.226945183371498
256,345,7,1,0.0
725,1233,1214,1,0.0
613,1011,59,1,0.0
390,436,46,1,0.0
801,493,55,1,0.0
811,139,90,1,0.0116237239925442
2962,485,171,1,0.0751227942475834
226,323,14,0,0.0291478422005328
989,974,75,1,0.0637994508726068
1360,149,109,1,0.0
118,118,72,1,0.0
1948162,229,326,1,0.0
237,299,31,1,0.098024381212052
261,359,3,1,0.0
1393,6445,328,1,0.0371169516019531
33,21,3,1,0.0
1026,825,1484,1,0.2166884512354258
104,132,19,1,0.0
175,375,16,1,0.0
58,104,22,1,0.1258787381217693
140,299,5,1,0.0
391,213,187,1,0.0768198249990735
812,477,29,1,0.1283067347597091
88,120,9,1,0.0
428,471,276,1,0.0
3582,3434,21,1,0.1644178732633169
105,108,7,1,0.0
914,483,344,1,0.1051703392347159
426,410,9,1,0.0
5375,604,212,1,0.0
10585,2445,88,1,0.0
161,86,48,1,0.0420197022369625
235,385,253,1,0.0894648553708695
200,44,69,1,0.0498775769768561
249,309,31,1,0.1305505242508035
303,558,54,1,0.0
63,60,20,1,0.0
1135,597,97,1,0.1360840964619665
654,289,23,1,0.0
166,163,8,1,0.0687545654700286
269,257,110,1,0.0092694702207249
217,325,15,0,0.0
481,741,129,1,0.0
270,324,4,1,0.18490449374638
476,1055,140,1,0.0
3856,896,294,1,0.0
465,1039,1017,1,0.002895845173558
1682,2761,63,1,0.0
444,969,202,1,0.0
427,397,14,1,0.0861355114595379
477,978,138,1,0.0
4817,538,161,1,0.0
1691,1017,132,1,0.0
297,371,20,1,0.0
61,29,1,1,0.0686614482569305
728,281,51,1,0.0
2539,905,321,1,0.0
422,528,410,1,0.0
757,658,73,1,0.0782451992670598
872,753,195,1,0.0
1353,459,85,1,0.0581940399553795
141,237,58,1,0.0
1329,998,184,1,0.0989902386577299
514,1044,227,1,0.0
105,129,16,1,0.0
100,398,116,1,0.0
1760,1193,342,1,0.0
75,111,23,1,0.0
1488,578,81,1,0.052926481680987
19725,720,400,1,0.0
916,1142,136,1,0.0
1905,357,74,1,0.0
815,480,32,1,0.0935810532373582
338489,2,681,1,0.0
102,120,8,1,0.0929590117413848
103,113,9,1,0.0651955558467191
221,274,18,1,0.0815828227983901
1766,639,73,1,0.0
3418,896,216,1,0.0170225190020686
127890,166,514,1,0.0
44017,1614,40,1,0.0
807,504,80,1,0.0
1777,843,120,1,0.0
1230,1196,8,1,0.0
859,1214,17,1,0.0
144,177,8,1,0.0
306,1338,54,1,0.0
7955,320,250,1,0.0
1141,1918,63,1,0.0
290,551,57,1,0.0
2446,1028,569,1,0.0
951,1088,122,1,0.0
370,183,198,1,0.1227510769408346
430,1283,64,1,0.0
1061,3044,83,1,0.0
156,98,12,1,0.1
540,683,114,1,0.0
100,107,10,1,0.0
257,338,6,1,0.0585032850952504
1666,825,177,1,0.0
1049,1037,148,1,0.0793194946670855
1174,2943,38,1,0.0
1465,2377,251,1,0.1529027281978662
153,168,6,1,0.0
9240,660,314,1,0.0
275,368,104,1,0.0
641,447,155,1,0.0
146,171,6,1,0.0
2845,501,237,1,0.036033518838607
807,472,23,1,0.1924055175546217
936,732,163,1,0.0
158,100,12,1,0.091293100477469
414,392,17,1,0.0871816193839075
152,169,7,1,0.157870444633197
1708553,214,330,1,0.0
18664,883,720,1,0.0
75,265,10,1,0.0416263171637262
992,630,84,1,0.0
714,678,62,1,0.067821330108343
292,404,6,1,0.0
959,1188,48,1,0.0
9995,1198,491,1,0.0
37148,1674,420,1,0.0
410,630,84,1,0.0
2439,393,142,1,0.0
573,522,42,1,0.0
490,688,65,1,0.0
742,540,17,1,0.1032896064294575
825,1186,66,1,0.0
177,377,20,1,0.0
264,327,5,1,0.1670230446869723
2513,951,439,1,0.0
259,353,5,1,0.0
400,1473,90,1,0.0
1814,613,67,1,0.0
3182,3239,220,1,0.1212686631211847
1840,582,60,1,0.0
188,258,27,1,0.0378786835769692
1000,955,32,1,0.2686428307953531
453,411,15,1,0.0084134974529438
65,86,6,1,0.0171420584975787
892,519,923,1,0.1022202251954247
104,113,4,1,0.0
538,643,103,1,0.0
68,81,7,1,0.0
383,453,48,1,0.0160715698151792
10296,1188,143,1,0.0105240761488006
7539,671,243,1,0.0
1279,237,78,1,0.0
922,1116,125,1,0.0175548613350237
1025,129,198,1,0.0
65,90,8,1,0.0537470919902832
52,58,23,1,0.0
4209,1458,208,1,0.0
365925,55,585,1,0.0291042665459138
79,157,82,1,0.1268869771324243
1049,76,80,1,0.0
8409,177,145,1,0.133941423216872
234,332,12,0,0.0
96,129,7,1,0.1021596669096391
885,750,194,1,0.0
1580,1118,174,1,0.1188609024212711
1517,1878,185,1,0.0
2786,519,264,1,0.0159754815638795
2311,176,214,1,0.0
850,509,92,1,0.0
87,263,9,1,0.0
1444,605,180,1,0.0
670,439,190,1,0.0
49,0,0,0,0.252772328133398
156,425,6,0,0.2726881764581432
137,424,6,0,0.3741357634630856
48,11,1,0,0.2646661738461295
152,995,7,0,0.3451828396802761
20,0,0,0,0.4783549541011849
6,14,0,0,0.6170872810578862
52,740,1,0,0.33
1198,3446,2,0,0.1488710004381455
27,42,22,0,0.0
18,76,0,1,0.4268041932414366
9,271,135,0,0.4627935652131927
13,23,0,0,0.1007137004295921
57,76,0,0,0.1580901201121933
21,43,31,1,0.2053426010236427
63,162,10,1,0.5311361747397995
30,26,0,0,0.4172816556126009
72,39,69,1,0.0504846542734256
151,471,2,0,0.2652952883039603
81,99,8,0,0.302544521176721
40,21,9,0,0.1702411076279455
3019,1001,0,0,0.2125249328710137
15,1,0,0,0.0517493299160539
166,964,10,0,0.1686267644663498
48,1,0,0,0.076975383157213
52,404,0,0,0.3659795726458964
16,54,1,1,0.4472407841336806
158,315,11,1,0.4820181306648
202,1079,9,0,0.4516837166449005
24,87,0,0,0.3818790696263483
462,2343,22,1,0.0538742695402987
12,118,0,0,0.4321626482600238
16,24,1,0,0.4579114075068707
0,71,0,0,0.0
114,318,18,1,0.183903400962756
49,80,0,0,0.4965050902507325
6,18,0,0,0.2665289889160829
15,1,0,0,0.0
16,42,0,0,0.3294549877628897
16,1,0,0,0.0
358,2645,4,0,0.2292233758810814
106,480,8,0,0.3760436587591327
1,11,0,0,0.1992154543125282
48,0,0,0,0.2700229999611359
0,8,0,1,0.1852979089447346
146,315,4,0,0.1773550812371415
48,96,0,0,0.1772351310740122
5,577,0,0,0.3347840232657285
38,106,1,0,0.3865219603975997
39,24,7,0,0.1511666089013097
2,1,1,0,0.0803972854869141
47,173,1,0,0.1288481987296134
369,400,2,0,0.0722988613018885
1,2,0,0,0.2232158953546415
52,136,0,0,0.409230093487849
42,133,1,0,0.3094553275077771
525,2761,12,0,0.1572655131701071
0,10,0,0,0.2296405995826711
39,219,18,1,0.2244435372641389
4,36,0,0,0.4607590378438179
149,845,4,0,0.3111172780392331
15,1,0,0,0.0551942102175296
31,25,0,0,0.31
54,134,0,0,0.598960097864065
2,24,2,0,0.2127411145630801
0,34,0,0,0.33
239,1304,13,1,0.3719741943443065
14,55,1,1,0.1332860901055599
24,27,0,0,0.2825330018806689
10,0,0,0,0.4009423465925819
14,56,0,1,0.4307997766291551
21,59,3,0,0.3393824200600546
46,3,0,0,0.3664513459822543
41,125,2,0,0.4147610309130412
34,41,0,0,0.4407775299782306
79,297,1,0,0.2243277216509526
29,47,0,0,0.426729033414837
31,51,5,0,0.0006801738676751
46,82,1,0,0.4940682486682604
5,36,0,0,0.4906181871721519
20,13,0,0,0.394291978902699
120,417,4,0,0.3846989487902397
53,421,0,1,0.315577770262294
59,30,0,0,0.381550122282319
74,26,0,0,0.899386031359313
32,134,2,1,0.0
3,10,0,0,0.1961980136648044
796,3483,83,0,0.136141791108504
4,11,0,0,0.4752480513522192
51,0,0,0,0.0306666176451986
40,234,0,0,0.31573818339198
33,740,2,0,0.3766615625757017
12,22,1,0,0.143234309601677
8,16,0,0,0.3221697282531958
85,165,44,1,0.4349316156817951
3,19,1,1,0.3194644721647874
12,29,0,0,0.5434942061067569
48,1,0,0,0.1047059611389423
241,457,4,0,0.3322363609586775
2,8,0,0,0.0615014103414457
13,104,2,1,0.1657091430613184
52,127,1,0,0.7353241633079587
46,3,0,0,0.3682834003408203
0,9,0,0,0.2156806972726188
13,21,1,0,0.2006670286124598
50,60,1,0,0.2461391138549017
2,213,8,0,0.2113580528653349
33,77,6,1,0.125066533531046
78,138,0,0,0.4902941473188734
1,1,0,0,0.3083130598917365
88,169,37,1,0.646851457634396
31,88,0,0,0.0986684927565716
67,26,0,0,0.7262099013626581
3,23,7,1,0.1748270501226985
82,3,7,0,0.2839717877742921
8,71,21,1,0.7126828881844177
30,49,2,0,0.2511800211090543
40,136,1,1,0.1433063251800186
50,79,1,0,0.2502661605029302
0,11,0,0,0.2862151312472649
24,22,0,0,0.447395512115919
48,45,9,0,0.3808757978165372
13,155,0,0,0.2163138496333156
57,34,4,0,0.3654780775631057
46,9,0,0,0.5670238027531043
4,24,0,0,0.6392560711527057
54,312,1,0,0.3948481860039303
26,46,0,0,0.5435984331841881
0,76,1,0,0.0
54,65,6,0,0.8430019072619401
18,26,0,0,0.050980397940405
10,3,0,0,0.2603227799310741
48,46,8,0,0.405294645886583
32,24,0,0,0.5755290266640102
36,67,0,0,0.7744656395674503
57,73,0,1,0.5964519769038964
6,229,0,1,0.429759944308477
0,12,0,0,0.1790518868726042
1,30,0,0,0.0155768158915728
58,39,4,0,0.3142680690674011
14,559,0,0,0.486404026659579
157,441,9,1,0.316165711994901
19,47,0,0,0.1912936092192289
149,461,10,0,0.1234731112883122
652,3134,32,0,0.0418592445057684
10,0,0,0,0.4447979236615581
47,9,0,0,0.4224225102103783
131,246,5,0,0.5309487833201936
57,74,0,0,0.2312542721797884
31,87,0,0,0.0912710165223267
21,77,0,0,0.4
109,275,3,0,0.3133122039493793
0,69,0,0,0.0
2,10,0,0,0.3799334987759021
9,103,1,1,0.1279595143259657
46,2,0,0,0.304868075706574
106,485,12,0,0.2731367657678523
50,42,0,0,0.7663325308290729
6,165,0,0,0.1128882181357765
3,25,0,0,0.6428761405428488
9,80,5,1,0.5551771254534165
72,411,0,0,0.2742300793509432
0,8,0,0,0.0442343620181046
15,76,0,1,0.4619497751407587
83,2,5,0,0.2829735504823684
36,217,33,1,0.142011268577944
53,1,0,0,0.0170664758549998
60,346,0,0,0.6162685092831459
356,2136,21,0,0.1956740101860373
6,16,0,0,0.2940767554487083
197,833,25,0,0.2713370920090881
81,745,8,1,0.4759883333366367
66,161,2,1,0.16423778005651
47,93,0,0,0.2816594813006732
884,250,22,0,0.0
12,21,0,0,0.1918761969412825
64,743,0,0,0.33
18,48,0,0,0.2508872144771476
21,23,1,1,0.0550842123901349
58,2,3,0,0.0440753932776736
62,63,0,0,0.3382184097034684
2,10,0,0,0.3384187267521086
28,184,1,0,0.09976007854574
187,892,18,0,0.1141549875272406
50,13,0,0,0.4795930736622684
5,22,0,0,0.4682678738944256
308,320,4,0,0.13967410549511
34,242,105,1,0.3632077728920668
50,18,0,0,0.4880618140503446
45,4,0,0,0.4276995736639993
80,6,4,0,0.3200567896914023
625,3069,22,0,0.0240846725303079
86,418,1,0,0.4125574186487181
34,725,7,0,0.325806754717203
